Altitude (m MSL), Pressure (Pascal), Speed (m/s), Heading (degrees), Temperature (C), Relative humidity (%)
1160, 87358, 9.85, 298.90, 7.67, 92.00
1162, 87341, 8.65, 294.90, 7.68, 91.95
1163, 87324, 8.30, 294.80, 7.64, 91.90
1165, 87308, 9.45, 300.10, 7.71, 91.90
1165, 87302, 9.90, 300.10, 7.77, 91.70
1166, 87291, 9.45, 292.50, 7.74, 91.60
1167, 87280, 9.10, 290.90, 7.71, 91.55
1170, 87250, 9.65, 298.40, 7.80, 91.50
1173, 87219, 9.60, 296.20, 7.81, 91.45
1176, 87188, 9.50, 291.70, 7.80, 91.40
1178, 87168, 10.10, 295.40, 7.78, 91.35
1180, 87149, 10.10, 298.20, 7.88, 91.30
1182, 87130, 9.05, 292.30, 7.84, 91.20
1183, 87116, 9.25, 293.40, 7.82, 91.05
1184, 87103, 10.20, 299.70, 7.95, 91.00
1185, 87090, 9.90, 296.60, 7.93, 90.90
1191, 87031, 9.60, 291.20, 7.93, 90.25
1192, 87020, 10.65, 294.80, 7.97, 90.10
1194, 87002, 9.95, 292.80, 7.94, 89.90
1195, 86985, 9.35, 290.00, 7.92, 89.55
1197, 86968, 10.55, 292.40, 8.04, 89.10
1198, 86957, 11.05, 293.90, 8.05, 88.70
1199, 86946, 9.95, 290.90, 8.12, 88.25
1200, 86936, 9.55, 291.50, 8.14, 87.75
1202, 86917, 10.50, 296.60, 8.26, 87.25
1204, 86898, 10.60, 294.40, 8.49, 86.70
1205, 86880, 9.60, 290.10, 8.54, 86.05
1207, 86863, 10.20, 293.20, 8.56, 85.30
1209, 86847, 11.15, 297.00, 8.68, 84.55
1210, 86832, 10.10, 298.30, 8.71, 83.80
1213, 86802, 9.85, 300.20, 9.10, 80.40
1216, 86771, 9.85, 300.20, 9.12, 79.50
1219, 86740, 9.75, 306.30, 9.41, 78.65
1221, 86714, 8.20, 307.10, 9.82, 75.05
1224, 86685, 9.05, 308.10, 9.88, 74.20
1227, 86656, 9.55, 307.90, 9.98, 73.40
1233, 86592, 9.30, 301.00, 10.31, 71.25
1236, 86562, 8.20, 312.30, 10.32, 69.85
1237, 86548, 9.20, 304.20, 10.43, 69.25
1241, 86512, 8.85, 313.30, 10.44, 66.80
1243, 86494, 7.80, 316.00, 10.47, 66.45
1246, 86455, 9.10, 310.60, 10.63, 65.90
1248, 86436, 8.90, 317.90, 10.65, 65.60
1254, 86374, 8.40, 314.70, 10.81, 65.15
1257, 86344, 8.95, 313.10, 10.84, 64.90
1262, 86297, 7.95, 326.50, 10.85, 64.40
1264, 86274, 7.85, 325.20, 10.87, 64.20
1265, 86264, 8.70, 321.80, 10.95, 64.05
1266, 86255, 8.90, 317.90, 11.00, 64.00
1267, 86246, 8.55, 323.30, 11.06, 63.90
1269, 86224, 8.65, 328.80, 11.15, 63.75
1271, 86203, 8.10, 324.20, 11.26, 63.65
1273, 86182, 7.85, 320.30, 11.47, 63.55
1273, 86180, 8.95, 324.20, 11.58, 63.45
1273, 86179, 8.95, 327.20, 11.59, 63.20
1273, 86178, 7.50, 325.00, 11.66, 63.00
1286, 86048, 7.35, 329.10, 11.80, 62.20
1288, 86029, 8.70, 328.90, 11.89, 61.95
1290, 86010, 8.50, 325.50, 11.83, 61.75
1291, 85995, 7.45, 328.60, 11.82, 61.55
1292, 85980, 8.10, 330.90, 11.82, 61.40
1294, 85966, 9.15, 330.90, 12.02, 61.30
1294, 85961, 8.10, 333.90, 12.20, 61.20
1295, 85957, 7.40, 334.30, 12.13, 61.05
1295, 85954, 8.75, 333.50, 12.09, 60.90
1298, 85924, 9.05, 334.40, 12.09, 60.80
1301, 85895, 7.70, 335.40, 12.07, 60.65
1304, 85866, 7.70, 332.20, 12.12, 60.55
1305, 85852, 9.00, 333.40, 12.14, 60.50
1306, 85839, 8.60, 334.70, 12.13, 60.45
1308, 85826, 7.60, 333.00, 12.14, 60.40
1310, 85801, 8.05, 335.40, 12.30, 60.35
1312, 85776, 8.90, 336.80, 12.30, 60.25
1315, 85752, 8.50, 331.70, 12.23, 60.15
1316, 85738, 8.00, 333.20, 12.12, 60.10
1317, 85725, 8.30, 341.80, 12.04, 60.05
1319, 85712, 8.50, 337.20, 11.95, 60.05
1320, 85697, 8.35, 330.20, 11.93, 60.05
1322, 85682, 8.25, 337.60, 11.89, 60.10
1323, 85668, 8.40, 343.30, 11.85, 60.15
1325, 85648, 8.30, 333.90, 11.84, 60.25
1327, 85628, 8.45, 331.80, 11.79, 60.30
1329, 85608, 8.45, 340.90, 11.82, 60.40
1332, 85574, 8.50, 331.10, 11.79, 60.55
1334, 85558, 8.60, 337.30, 11.71, 60.60
1337, 85521, 8.60, 336.20, 11.66, 60.70
1339, 85504, 8.40, 333.50, 11.63, 60.80
1341, 85486, 7.95, 340.90, 11.56, 60.90
1343, 85469, 8.70, 341.20, 11.59, 60.95
1344, 85452, 9.30, 336.00, 11.61, 61.05
1347, 85427, 8.35, 337.90, 11.56, 61.15
1349, 85403, 7.80, 343.80, 11.54, 61.20
1351, 85380, 8.85, 339.40, 11.51, 61.30
1353, 85365, 9.35, 336.70, 11.61, 61.45
1354, 85349, 8.55, 344.60, 11.64, 61.50
1356, 85334, 8.20, 345.70, 11.61, 61.60
1357, 85318, 9.15, 339.20, 11.66, 61.65
1359, 85303, 9.35, 340.90, 11.64, 61.70
1360, 85288, 8.45, 348.40, 11.69, 61.75
1361, 85277, 8.30, 345.30, 11.76, 61.80
1362, 85266, 9.15, 337.90, 11.78, 61.80
1363, 85256, 9.30, 344.50, 11.74, 61.80
1366, 85230, 8.75, 351.70, 11.78, 61.80
1369, 85204, 8.20, 345.30, 11.78, 61.80
1371, 85178, 9.10, 341.70, 11.91, 61.80
1386, 85029, 9.60, 353.70, 11.91, 60.85
1387, 85014, 9.70, 359.40, 11.91, 60.65
1389, 85000, 10.15, 354.90, 11.93, 60.35
1395, 84937, 10.40, 353.60, 12.10, 58.95
1396, 84921, 10.10, 356.10, 12.18, 58.60
1398, 84906, 9.95, 1.90, 12.23, 58.20
1400, 84883, 9.70, 357.20, 12.28, 57.90
1402, 84861, 9.90, 352.60, 12.28, 57.55
1405, 84840, 10.55, 358.50, 12.30, 57.25
1406, 84822, 10.25, 1.50, 12.30, 56.95
1408, 84805, 9.80, 356.50, 12.30, 56.65
1410, 84788, 10.25, 357.20, 12.30, 56.40
1418, 84702, 10.55, 2.10, 12.66, 55.25
1420, 84681, 10.80, 6.30, 12.74, 54.95
1422, 84660, 10.55, 358.20, 12.74, 54.65
1424, 84639, 10.30, 355.30, 12.82, 54.40
1426, 84619, 10.30, 4.60, 12.83, 54.10
1428, 84600, 10.95, 7.50, 12.78, 53.80
1430, 84579, 11.25, 359.60, 12.79, 53.55
1432, 84564, 10.75, 358.00, 12.79, 53.30
1433, 84550, 10.05, 6.50, 12.85, 53.10
1436, 84521, 11.75, 0.60, 13.10, 52.65
1438, 84504, 10.70, 1.70, 13.11, 52.40
1441, 84469, 11.20, 3.30, 12.97, 51.85
1443, 84452, 11.50, 0.70, 12.96, 51.60
1445, 84430, 10.00, 4.00, 12.88, 51.40
1447, 84409, 10.40, 5.90, 12.88, 51.20
1450, 84388, 11.65, 3.70, 12.95, 51.10
